"","Response.ID","Consent","Comprehension_1","Comprehension_2","main_task","check_question","attractive_p1","attractive_p2","trustworthy_p1","trustworthy_p2","mask_perception","mask_wearing","PROLIFIC_PID","Amount","Amount.for.other","Picture.Bundle.1","Pic.Label.1","Picture.Bundle.2","Pic.Label.2","session_id","participant_id","status","started_datetime","completed_date_time","time_taken","age","num_approvals","num_rejections","prolific_score","reviewed_at_datetime","entered_code","Country.of.Birth","Current.Country.of.Residence","Employment.Status","Ethnicity","First.Language","Fluent.languages","Highest.education.level.completed","Nationality","Sex","Student.Status"
"51","R_1mqQYnFcmWx3aRq",1,2,1,1,"£10",70,90,75,90,"Mostly themselves","No","629dd4199343d7710fcdb39c","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI","F3U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI","F2M","62c021088964d5f539c7aceb","629dd4199343d7710fcdb39c","APPROVED","2022-07-02 10:42:22.486000","2022-07-02 10:44:38.172000",135.686,29,49,0,100,"2022-07-04 08:47:55.567000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Graduate degree (MA/MSc/MPhil/other)","United Kingdom","Male","No"
"77","R_25TLYkNktv76XT7",1,2,1,1,"£20",40,30,80,15,"Mostly themselves","No","62a20858ca81898a5201cb12","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc","F4M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U","F1U","62c020fd79c2e7e7fe29017a","62a20858ca81898a5201cb12","APPROVED","2022-07-02 10:42:51.603000","2022-07-02 10:45:34.179000",162.576,24,64,2,98,"2022-07-04 08:47:52.612000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Male","No"
"49","R_27UOacL3Ix1dOqb",1,2,1,2,"£10",70,71,50,50,"Mostly themselves","No","62a24e0b662fd676ce5c1189","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG","F3M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U","F1U","62c021017df0f84176774916","62a24e0b662fd676ce5c1189","APPROVED","2022-07-02 10:42:12.513000","2022-07-02 10:44:32.148000",139.635,23,50,1,100,"2022-07-04 08:47:53.193000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Secondary education (e.g. GED/GCSE)","United Kingdom","Male","No"
"5","R_3j6ecvp7yhR7xit",1,2,1,1,"£20",65,66,50,50,"Equally themselves and others","Yes","62a33ac045d1b07cd3bf4f5d","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI","F2M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI","F3U","62bf10c48b44dfc151230970","62a33ac045d1b07cd3bf4f5d","APPROVED","2022-07-01 15:20:44.208000","2022-07-01 15:23:25.479000",161.271,30,4,0,100,"2022-07-04 08:48:02.131000","868E37F5","Saint Vincent and the Grenadines","United Kingdom","DATA EXPIRED","Caribbean","English","English","Undergraduate degree (BA/BSc/other)","Saint Vincent and the Grenadines","Female","DATA EXPIRED"
"52","R_UDEtQX5ypkn8TQt",1,2,1,1,"£10",11,61,40,78,"Mostly themselves","No","62a3b12fdfc6ef9ab995e674","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa","F1M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8","F4U","62c0210e10cb991eabbbf429","62a3b12fdfc6ef9ab995e674","APPROVED","2022-07-02 10:42:45.344000","2022-07-02 10:44:40.261000",114.917,38,45,0,100,"2022-07-04 08:47:56.965000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Graduate degree (MA/MSc/MPhil/other)","United Kingdom","Male","No"
"59","R_12xuH4rEWjwH5xI",1,2,1,1,"£20",58,65,77,47,"Only themselves","No","62a90c58ca9a0b781fe8c3f5","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI","F3U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa","F1M","62c0210f48931c1ca25c21b7","62a90c58ca9a0b781fe8c3f5","APPROVED","2022-07-02 10:42:23.472000","2022-07-02 10:44:50.930000",147.458,40,36,1,99,"2022-07-04 08:47:57.302000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Male","No"
"38","R_2Sq9utNJOT85bMk",1,2,1,2,"£20",70,60,50,50,"Equally themselves and others","Yes","62aaeff33bd7f922e4e5a567","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U","F1U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI","F2M","62c020f4286cdf4e19fdb997","62aaeff33bd7f922e4e5a567","APPROVED","2022-07-02 10:42:00.686000","2022-07-02 10:44:15.653000",134.967,26,35,1,100,"2022-07-04 08:47:50.534000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Male","No"
"162","R_3JKtnMuZ3RZ9Ssc",1,2,1,2,"£10",50,60,69,49,"Equally themselves and others","Yes","62b1e9863c58f39ac788d2c7","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc","F4M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U","F1U","62c194d2ac4dae86133876ea","62b1e9863c58f39ac788d2c7","APPROVED","2022-07-03 13:08:39.102000","2022-07-03 13:10:52.061000",132.959,49,19,1,97,"2022-07-04 08:48:15.015000","868E37F5","United Kingdom","United Kingdom","Not in paid work (e.g. homemaker', 'retired or disabled)","White/Caucasian","English","English","Secondary education (e.g. GED/GCSE)","United Kingdom","Female","No"
"31","R_25Tkbcy1FKqJH3C",1,2,1,2,"£20",60,65,50,50,"Equally themselves and others","Yes","62b1ff970dfb7055f35d6937","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U","F1U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG","F3M","62c0210290f0a82a75bd30ef","62b1ff970dfb7055f35d6937","APPROVED","2022-07-02 10:42:16.329000","2022-07-02 10:44:07.156000",110.827,29,39,0,100,"2022-07-04 08:47:53.869000","868E37F5","United Kingdom","United Kingdom","Not in paid work (e.g. homemaker', 'retired or disabled)","White/Caucasian","English","English","High school diploma/A-levels","United Kingdom","Male","No"
"48","R_DpCS4bhSi07UpsB",1,2,1,1,"£10",70,53,44,56,"Equally themselves and others","Yes","62b441e90b96bd6799bf1c77","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU","F2U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc","F4M","62c0210307ee7e18a261c56e","62b441e90b96bd6799bf1c77","APPROVED","2022-07-02 10:42:35.810000","2022-07-02 10:44:29.193000",113.383,34,29,0,100,"2022-07-04 08:47:54.148000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Male","No"
"93","R_2EnO5xLYOrNkYmW",1,2,1,1,"£10",60,70,40,50,"Mostly others","Yes","62b5ef2ecccb0a1fdac33218","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU","F2U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG","F3M","62c0211b5deeae9149f65b12","62b5ef2ecccb0a1fdac33218","APPROVED","2022-07-02 10:42:37.797000","2022-07-02 10:46:32.596000",234.799,32,20,0,100,"2022-07-04 08:48:00.608000","868E37F5","United Kingdom","United Kingdom","Unemployed (and job seeking)","White/Caucasian","English","English","High school diploma/A-levels","United Kingdom","Male","No"
"39","R_2EF4g5JQ7SRkkbG",1,2,1,2,"£10",75,55,68,68,"Equally themselves and others","No","62b8cd151b5fd0f9be7d1f11","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG","F3M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8","F4U","62c020f4bb9a7853e8ea7cbf","62b8cd151b5fd0f9be7d1f11","APPROVED","2022-07-02 10:41:56.609000","2022-07-02 10:44:16.346000",139.737,30,25,0,100,"2022-07-04 08:47:50.650000","868E37F5","United Kingdom","United Kingdom","Unemployed (and job seeking)","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Male","No"
